county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,01-04,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",0,0,4,4
County of Hawaii,01-04,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",0,0,3,3
County of Hawaii,01-04,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",30,19,86,135
County of Hawaii,01-04,US Senator,,D,"HIRONO, Mazie",26,14,86,126
County of Hawaii,01-04,US Senator,,R,"LINGLE, Linda",18,12,37,67
County of Hawaii,01-04,US Representative,2,R,"CROWLEY, Kawika",12,7,27,46
County of Hawaii,01-04,US Representative,2,D,"GABBARD, Tulsi",32,19,96,147
County of Hawaii,01-04,State Senator,4,G,"GREENWELL, Kelly",20,7,46,73
County of Hawaii,01-04,State Senator,4,D,"SOLOMON, Malama",15,17,71,103
County of Hawaii,01-05,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",58,32,90,180
County of Hawaii,01-05,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",0,0,4,4
County of Hawaii,01-05,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",2,0,9,11
County of Hawaii,01-05,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",341,94,494,929
County of Hawaii,01-05,US Senator,,D,"HIRONO, Mazie",306,89,462,857
County of Hawaii,01-05,US Senator,,R,"LINGLE, Linda",89,36,131,256
County of Hawaii,01-05,US Representative,2,R,"CROWLEY, Kawika",54,21,78,153
County of Hawaii,01-05,US Representative,2,D,"GABBARD, Tulsi",338,96,508,942
County of Hawaii,01-05,State Senator,4,G,"GREENWELL, Kelly",64,33,124,221
County of Hawaii,01-05,State Senator,4,D,"SOLOMON, Malama",306,78,423,807
County of Hawaii,01-06,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",79,24,93,196
County of Hawaii,01-06,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",3,0,7,10
County of Hawaii,01-06,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",1,1,6,8
County of Hawaii,01-06,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",265,112,343,720
County of Hawaii,01-06,US Senator,,D,"HIRONO, Mazie",241,101,316,658
County of Hawaii,01-06,US Senator,,R,"LINGLE, Linda",108,36,128,272
County of Hawaii,01-06,US Representative,2,R,"CROWLEY, Kawika",52,24,77,153
County of Hawaii,01-06,US Representative,2,D,"GABBARD, Tulsi",285,108,349,742
County of Hawaii,01-06,State Senator,4,G,"GREENWELL, Kelly",74,30,120,224
County of Hawaii,01-06,State Senator,4,D,"SOLOMON, Malama",234,93,276,603
County of Hawaii,01-07,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",65,29,102,196
County of Hawaii,01-07,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",3,2,14,19
County of Hawaii,01-07,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",4,2,7,13
County of Hawaii,01-07,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",203,137,381,721
County of Hawaii,01-07,US Senator,,D,"HIRONO, Mazie",177,127,374,678
County of Hawaii,01-07,US Senator,,R,"LINGLE, Linda",94,43,128,265
County of Hawaii,01-07,US Representative,2,R,"CROWLEY, Kawika",60,32,91,183
County of Hawaii,01-07,US Representative,2,D,"GABBARD, Tulsi",206,130,396,732
County of Hawaii,01-08,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",244,101,269,614
County of Hawaii,01-08,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",11,2,19,32
County of Hawaii,01-08,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",7,4,12,23
County of Hawaii,01-08,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",1079,389,1022,2490
County of Hawaii,01-08,US Senator,,D,"HIRONO, Mazie",984,352,913,2249
County of Hawaii,01-08,US Senator,,R,"LINGLE, Linda",349,142,392,883
County of Hawaii,01-08,US Representative,2,R,"CROWLEY, Kawika",180,80,205,465
County of Hawaii,01-08,US Representative,2,D,"GABBARD, Tulsi",1111,404,1065,2580
County of Hawaii,01-09,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",0,0,0,0
County of Hawaii,01-09,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",0,0,0,0
County of Hawaii,01-09,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",0,0,0,0
County of Hawaii,01-09,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",0,0,0,0
County of Hawaii,01-09,US Senator,,D,"HIRONO, Mazie",0,0,0,0
County of Hawaii,01-09,US Senator,,R,"LINGLE, Linda",0,0,0,0
County of Hawaii,01-09,US Representative,2,R,"CROWLEY, Kawika",0,0,0,0
County of Hawaii,01-09,US Representative,2,D,"GABBARD, Tulsi",0,0,0,0
County of Hawaii,01-09,State Senator,4,G,"GREENWELL, Kelly",0,0,0,0
County of Hawaii,01-09,State Senator,4,D,"SOLOMON, Malama",0,0,0,0
County of Hawaii,01-10,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",80,23,118,221
County of Hawaii,01-10,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",5,0,6,11
County of Hawaii,01-10,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",1,0,6,7
County of Hawaii,01-10,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",323,113,446,882
County of Hawaii,01-10,US Senator,,D,"HIRONO, Mazie",288,99,406,793
County of Hawaii,01-10,US Senator,,R,"LINGLE, Linda",116,36,161,313
County of Hawaii,01-10,US Representative,2,R,"CROWLEY, Kawika",49,24,83,156
County of Hawaii,01-10,US Representative,2,D,"GABBARD, Tulsi",344,110,476,930
County of Hawaii,02-01,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",159,86,155,400
County of Hawaii,02-01,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",5,5,17,27
County of Hawaii,02-01,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",10,2,11,23
County of Hawaii,02-01,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",734,290,700,1724
County of Hawaii,02-01,US Senator,,D,"HIRONO, Mazie",660,257,648,1565
County of Hawaii,02-01,US Senator,,R,"LINGLE, Linda",232,120,226,578
County of Hawaii,02-01,US Representative,2,R,"CROWLEY, Kawika",109,59,129,297
County of Hawaii,02-01,US Representative,2,D,"GABBARD, Tulsi",756,307,721,1784
County of Hawaii,02-02,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",43,30,92,165
County of Hawaii,02-02,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",2,3,3,8
County of Hawaii,02-02,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",1,0,7,8
County of Hawaii,02-02,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",279,116,354,749
County of Hawaii,02-02,US Senator,,D,"HIRONO, Mazie",265,106,330,701
County of Hawaii,02-02,US Senator,,R,"LINGLE, Linda",57,41,122,220
County of Hawaii,02-02,US Representative,2,R,"CROWLEY, Kawika",31,23,82,136
County of Hawaii,02-02,US Representative,2,D,"GABBARD, Tulsi",283,122,357,762
County of Hawaii,02-03,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",30,14,68,112
County of Hawaii,02-03,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",2,1,3,6
County of Hawaii,02-03,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",0,1,6,7
County of Hawaii,02-03,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",177,109,498,784
County of Hawaii,02-03,US Senator,,D,"HIRONO, Mazie",160,97,464,721
County of Hawaii,02-03,US Senator,,R,"LINGLE, Linda",49,27,109,185
County of Hawaii,02-03,US Representative,2,R,"CROWLEY, Kawika",28,22,94,144
County of Hawaii,02-03,US Representative,2,D,"GABBARD, Tulsi",176,101,473,750
County of Hawaii,02-04,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",213,93,249,555
County of Hawaii,02-04,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",7,4,13,24
County of Hawaii,02-04,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",6,3,12,21
County of Hawaii,02-04,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",1208,495,1163,2866
County of Hawaii,02-04,US Senator,,D,"HIRONO, Mazie",1131,442,1068,2641
County of Hawaii,02-04,US Senator,,R,"LINGLE, Linda",292,146,363,801
County of Hawaii,02-04,US Representative,2,R,"CROWLEY, Kawika",142,71,186,399
County of Hawaii,02-04,US Representative,2,D,"GABBARD, Tulsi",1225,500,1218,2943
County of Hawaii,02-05,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",190,73,130,393
County of Hawaii,02-05,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",7,1,6,14
County of Hawaii,02-05,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",8,0,5,13
County of Hawaii,02-05,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",907,329,674,1910
County of Hawaii,02-05,US Senator,,D,"HIRONO, Mazie",841,291,632,1764
County of Hawaii,02-05,US Senator,,R,"LINGLE, Linda",265,108,177,550
County of Hawaii,02-05,US Representative,2,R,"CROWLEY, Kawika",117,41,76,234
County of Hawaii,02-05,US Representative,2,D,"GABBARD, Tulsi",953,351,725,2029
County of Hawaii,03-01,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",200,61,191,452
County of Hawaii,03-01,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",3,1,7,11
County of Hawaii,03-01,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",6,2,7,15
County of Hawaii,03-01,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",887,308,908,2103
County of Hawaii,03-01,US Senator,,D,"HIRONO, Mazie",825,282,796,1903
County of Hawaii,03-01,US Senator,,R,"LINGLE, Linda",261,90,303,654
County of Hawaii,03-01,US Representative,2,R,"CROWLEY, Kawika",152,43,138,333
County of Hawaii,03-01,US Representative,2,D,"GABBARD, Tulsi",899,315,920,2134
County of Hawaii,03-01,State Representative,3,L,"FOGEL, Frederick F.",13,8,26,47
County of Hawaii,03-01,State Representative,3,R,"HAPAI, Marlene (Nachbar)",256,109,338,703
County of Hawaii,03-01,State Representative,3,D,"ONISHI, Richard H.K.",812,248,713,1773
County of Hawaii,03-02,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",28,2,0,30
County of Hawaii,03-02,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",2,0,0,2
County of Hawaii,03-02,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",0,0,0,0
County of Hawaii,03-02,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",238,11,0,249
County of Hawaii,03-02,US Senator,,D,"HIRONO, Mazie",216,9,0,225
County of Hawaii,03-02,US Senator,,R,"LINGLE, Linda",45,4,0,49
County of Hawaii,03-02,US Representative,2,R,"CROWLEY, Kawika",24,1,0,25
County of Hawaii,03-02,US Representative,2,D,"GABBARD, Tulsi",233,8,0,241
County of Hawaii,03-02,State Senator,2,D,"RUDERMAN, Russell E.",189,5,0,194
County of Hawaii,03-02,State Senator,2,R,"SMITH, Daryl Lee",41,3,0,44
County of Hawaii,03-02,State Representative,3,L,"FOGEL, Frederick F.",15,0,0,15
County of Hawaii,03-02,State Representative,3,R,"HAPAI, Marlene (Nachbar)",60,3,0,63
County of Hawaii,03-02,State Representative,3,D,"ONISHI, Richard H.K.",185,7,0,192
County of Hawaii,03-03,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",39,0,0,39
County of Hawaii,03-03,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",0,0,0,0
County of Hawaii,03-03,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",1,0,0,1
County of Hawaii,03-03,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",64,2,0,66
County of Hawaii,03-03,US Senator,,D,"HIRONO, Mazie",59,2,0,61
County of Hawaii,03-03,US Senator,,R,"LINGLE, Linda",42,0,0,42
County of Hawaii,03-03,US Representative,2,R,"CROWLEY, Kawika",23,0,0,23
County of Hawaii,03-03,US Representative,2,D,"GABBARD, Tulsi",74,2,0,76
County of Hawaii,03-03,State Senator,2,D,"RUDERMAN, Russell E.",60,2,0,62
County of Hawaii,03-03,State Senator,2,R,"SMITH, Daryl Lee",31,0,0,31
County of Hawaii,03-03,State Representative,3,L,"FOGEL, Frederick F.",3,0,0,3
County of Hawaii,03-03,State Representative,3,R,"HAPAI, Marlene (Nachbar)",38,0,0,38
County of Hawaii,03-03,State Representative,3,D,"ONISHI, Richard H.K.",55,2,0,57
County of Hawaii,03-04,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",193,75,286,554
County of Hawaii,03-04,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",10,5,26,41
County of Hawaii,03-04,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",18,3,20,41
County of Hawaii,03-04,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",675,322,1172,2169
County of Hawaii,03-04,US Senator,,D,"HIRONO, Mazie",634,295,1122,2051
County of Hawaii,03-04,US Senator,,R,"LINGLE, Linda",246,109,373,728
County of Hawaii,03-04,US Representative,2,R,"CROWLEY, Kawika",131,70,200,401
County of Hawaii,03-04,US Representative,2,D,"GABBARD, Tulsi",726,325,1261,2312
County of Hawaii,03-04,State Senator,2,D,"RUDERMAN, Russell E.",648,301,1102,2051
County of Hawaii,03-04,State Senator,2,R,"SMITH, Daryl Lee",163,81,303,547
County of Hawaii,03-04,State Representative,3,L,"FOGEL, Frederick F.",88,61,204,353
County of Hawaii,03-04,State Representative,3,R,"HAPAI, Marlene (Nachbar)",296,151,508,955
County of Hawaii,03-04,State Representative,3,D,"ONISHI, Richard H.K.",476,187,741,1404
County of Hawaii,03-05,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",94,30,171,295
County of Hawaii,03-05,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",5,2,14,21
County of Hawaii,03-05,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",5,5,12,22
County of Hawaii,03-05,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",289,143,665,1097
County of Hawaii,03-05,US Senator,,D,"HIRONO, Mazie",270,126,636,1032
County of Hawaii,03-05,US Senator,,R,"LINGLE, Linda",119,54,221,394
County of Hawaii,03-05,US Representative,2,R,"CROWLEY, Kawika",83,39,135,257
County of Hawaii,03-05,US Representative,2,D,"GABBARD, Tulsi",302,137,700,1139
County of Hawaii,03-05,State Senator,2,D,"RUDERMAN, Russell E.",247,126,594,967
County of Hawaii,03-05,State Senator,2,R,"SMITH, Daryl Lee",105,46,209,360
County of Hawaii,03-05,State Representative,3,L,"FOGEL, Frederick F.",41,22,112,175
County of Hawaii,03-05,State Representative,3,R,"HAPAI, Marlene (Nachbar)",135,51,305,491
County of Hawaii,03-05,State Representative,3,D,"ONISHI, Richard H.K.",199,102,407,708
County of Hawaii,03-06,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",82,34,158,274
County of Hawaii,03-06,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",2,1,15,18
County of Hawaii,03-06,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",4,2,14,20
County of Hawaii,03-06,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",306,125,476,907
County of Hawaii,03-06,US Senator,,D,"HIRONO, Mazie",265,118,440,823
County of Hawaii,03-06,US Senator,,R,"LINGLE, Linda",121,44,211,376
County of Hawaii,03-06,US Representative,2,R,"CROWLEY, Kawika",68,28,133,229
County of Hawaii,03-06,US Representative,2,D,"GABBARD, Tulsi",306,130,496,932
County of Hawaii,03-06,State Senator,2,D,"RUDERMAN, Russell E.",286,123,422,831
County of Hawaii,03-06,State Senator,2,R,"SMITH, Daryl Lee",82,34,209,325
County of Hawaii,03-06,State Representative,3,L,"FOGEL, Frederick F.",83,29,132,244
County of Hawaii,03-06,State Representative,3,R,"HAPAI, Marlene (Nachbar)",120,65,245,430
County of Hawaii,03-06,State Representative,3,D,"ONISHI, Richard H.K.",154,64,246,464
County of Hawaii,03-07,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",11,4,30,45
County of Hawaii,03-07,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",2,0,1,3
County of Hawaii,03-07,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",1,0,1,2
County of Hawaii,03-07,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",176,20,280,476
County of Hawaii,03-07,US Senator,,D,"HIRONO, Mazie",163,20,271,454
County of Hawaii,03-07,US Senator,,R,"LINGLE, Linda",24,3,43,70
County of Hawaii,03-07,US Representative,2,R,"CROWLEY, Kawika",10,2,21,33
County of Hawaii,03-07,US Representative,2,D,"GABBARD, Tulsi",177,22,285,484
County of Hawaii,03-07,State Senator,2,D,"RUDERMAN, Russell E.",140,14,217,371
County of Hawaii,03-07,State Senator,2,R,"SMITH, Daryl Lee",31,9,69,109
County of Hawaii,03-07,State Representative,3,L,"FOGEL, Frederick F.",5,2,16,23
County of Hawaii,03-07,State Representative,3,R,"HAPAI, Marlene (Nachbar)",44,8,100,152
County of Hawaii,03-07,State Representative,3,D,"ONISHI, Richard H.K.",136,12,191,339
County of Hawaii,04-01,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",279,100,513,892
County of Hawaii,04-01,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",17,5,36,58
County of Hawaii,04-01,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",12,5,42,59
County of Hawaii,04-01,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",694,336,1439,2469
County of Hawaii,04-01,US Senator,,D,"HIRONO, Mazie",630,314,1352,2296
County of Hawaii,04-01,US Senator,,R,"LINGLE, Linda",357,130,653,1140
County of Hawaii,04-01,US Representative,2,R,"CROWLEY, Kawika",196,80,374,650
County of Hawaii,04-01,US Representative,2,D,"GABBARD, Tulsi",771,348,1597,2716
County of Hawaii,04-01,State Senator,2,D,"RUDERMAN, Russell E.",682,337,1452,2471
County of Hawaii,04-01,State Senator,2,R,"SMITH, Daryl Lee",263,86,481,830
County of Hawaii,04-02,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",176,57,318,551
County of Hawaii,04-02,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",23,4,46,73
County of Hawaii,04-02,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",13,3,52,68
County of Hawaii,04-02,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",700,229,1409,2338
County of Hawaii,04-02,US Senator,,D,"HIRONO, Mazie",675,222,1353,2250
County of Hawaii,04-02,US Senator,,R,"LINGLE, Linda",232,64,458,754
County of Hawaii,04-02,US Representative,2,R,"CROWLEY, Kawika",155,43,292,490
County of Hawaii,04-02,US Representative,2,D,"GABBARD, Tulsi",739,234,1474,2447
County of Hawaii,04-02,State Senator,2,D,"RUDERMAN, Russell E.",684,212,1371,2267
County of Hawaii,04-02,State Senator,2,R,"SMITH, Daryl Lee",191,56,353,600
County of Hawaii,04-03,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",81,34,155,270
County of Hawaii,04-03,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",23,9,32,64
County of Hawaii,04-03,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",10,3,27,40
County of Hawaii,04-03,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",379,187,749,1315
County of Hawaii,04-03,US Senator,,D,"HIRONO, Mazie",381,191,741,1313
County of Hawaii,04-03,US Senator,,R,"LINGLE, Linda",102,42,216,360
County of Hawaii,04-03,US Representative,2,R,"CROWLEY, Kawika",69,27,128,224
County of Hawaii,04-03,US Representative,2,D,"GABBARD, Tulsi",406,207,806,1419
County of Hawaii,04-03,State Senator,2,D,"RUDERMAN, Russell E.",368,183,722,1273
County of Hawaii,04-03,State Senator,2,R,"SMITH, Daryl Lee",90,41,177,308
County of Hawaii,05-01,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",61,13,111,185
County of Hawaii,05-01,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",5,1,3,9
County of Hawaii,05-01,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",4,0,4,8
County of Hawaii,05-01,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",235,22,349,606
County of Hawaii,05-01,US Senator,,D,"HIRONO, Mazie",226,22,330,578
County of Hawaii,05-01,US Senator,,R,"LINGLE, Linda",74,13,129,216
County of Hawaii,05-01,US Representative,2,R,"CROWLEY, Kawika",48,11,85,144
County of Hawaii,05-01,US Representative,2,D,"GABBARD, Tulsi",247,22,356,625
County of Hawaii,05-01,State Senator,3,D,"GREEN, Josh",255,23,364,642
County of Hawaii,05-01,State Senator,3,R,"LAFRANCE, Jeff R.",34,10,77,121
County of Hawaii,05-01,State Representative,5,R,"BATEMAN, Dave",57,12,120,189
County of Hawaii,05-01,State Representative,5,D,"COFFMAN, Denny",223,20,304,547
County of Hawaii,05-02,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",97,15,198,310
County of Hawaii,05-02,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",3,0,8,11
County of Hawaii,05-02,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",3,0,23,26
County of Hawaii,05-02,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",231,43,425,699
County of Hawaii,05-02,US Senator,,D,"HIRONO, Mazie",220,38,415,673
County of Hawaii,05-02,US Senator,,R,"LINGLE, Linda",114,20,236,370
County of Hawaii,05-02,US Representative,2,R,"CROWLEY, Kawika",71,11,159,241
County of Hawaii,05-02,US Representative,2,D,"GABBARD, Tulsi",245,47,473,765
County of Hawaii,05-02,State Senator,3,D,"GREEN, Josh",244,46,470,760
County of Hawaii,05-02,State Senator,3,R,"LAFRANCE, Jeff R.",71,12,164,247
County of Hawaii,05-02,State Representative,5,R,"BATEMAN, Dave",89,17,212,318
County of Hawaii,05-02,State Representative,5,D,"COFFMAN, Denny",220,40,403,663
County of Hawaii,05-03,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",20,4,33,57
County of Hawaii,05-03,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",0,0,4,4
County of Hawaii,05-03,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",0,0,4,4
County of Hawaii,05-03,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",90,20,146,256
County of Hawaii,05-03,US Senator,,D,"HIRONO, Mazie",75,19,144,238
County of Hawaii,05-03,US Senator,,R,"LINGLE, Linda",33,4,42,79
County of Hawaii,05-03,US Representative,2,R,"CROWLEY, Kawika",16,3,25,44
County of Hawaii,05-03,US Representative,2,D,"GABBARD, Tulsi",88,19,155,262
County of Hawaii,05-03,State Senator,3,D,"GREEN, Josh",89,19,157,265
County of Hawaii,05-03,State Senator,3,R,"LAFRANCE, Jeff R.",15,4,27,46
County of Hawaii,05-03,State Representative,5,R,"BATEMAN, Dave",20,4,39,63
County of Hawaii,05-03,State Representative,5,D,"COFFMAN, Denny",74,19,141,234
County of Hawaii,05-04,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",26,4,25,55
County of Hawaii,05-04,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",1,0,6,7
County of Hawaii,05-04,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",2,1,3,6
County of Hawaii,05-04,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",124,26,185,335
County of Hawaii,05-04,US Senator,,D,"HIRONO, Mazie",116,22,172,310
County of Hawaii,05-04,US Senator,,R,"LINGLE, Linda",39,7,45,91
County of Hawaii,05-04,US Representative,2,R,"CROWLEY, Kawika",23,6,26,55
County of Hawaii,05-04,US Representative,2,D,"GABBARD, Tulsi",131,24,187,342
County of Hawaii,05-04,State Senator,3,D,"GREEN, Josh",129,27,192,348
County of Hawaii,05-04,State Senator,3,R,"LAFRANCE, Jeff R.",20,3,19,42
County of Hawaii,05-04,State Representative,5,R,"BATEMAN, Dave",54,7,58,119
County of Hawaii,05-04,State Representative,5,D,"COFFMAN, Denny",95,22,141,258
County of Hawaii,05-05,President and Vice President,,R,"ROMNEY, Mitt / RYAN, Paul",20,6,47,73
County of Hawaii,05-05,President and Vice President,,G,"STEIN, Jill / HONKALA, Cheri",2,1,11,14
County of Hawaii,05-05,President and Vice President,,L,"JOHNSON, Gary / GRAY, James P.",2,1,1,4
County of Hawaii,05-05,President and Vice President,,D,"OBAMA, Barack / BIDEN, Joe",108,24,239,371
