county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,02-03,US Representative,2,R,"WILLOUGHBY, John W.",0,0,160,160
County of Hawaii,02-03,Governor,,D,ABERCROMBIE / SCHATZ,0,0,709,709
County of Hawaii,02-03,Governor,,R,AIONA / FINNEGAN,0,0,355,355
County of Hawaii,02-03,Governor,,F,CUNNINGHAM / SPENCE,0,0,2,2
County of Hawaii,02-03,Governor,,N,POLLARD / KAMA,0,0,3,3
County of Hawaii,02-03,State Representative,2,D,"CHANG, Jerry Leslie",0,0,774,774
County of Hawaii,02-03,State Representative,2,R,"VANNATTA, Sharon (DeMello)",0,0,216,216
County of Hawaii,02-04,US Senator,,G,"BREWER, Jim",0,0,16,16
County of Hawaii,02-04,US Senator,,R,"CAVASSO, Cam",0,0,59,59
County of Hawaii,02-04,US Senator,,D,"INOUYE, Daniel K.",0,0,395,395
County of Hawaii,02-04,US Senator,,N,"JARRETT, Jeff",0,0,1,1
County of Hawaii,02-04,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,9,9
County of Hawaii,02-04,US Representative,2,L,"BROCK, Pat",0,0,11,11
County of Hawaii,02-04,US Representative,2,D,"HIRONO, Mazie",0,0,386,386
County of Hawaii,02-04,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,7,7
County of Hawaii,02-04,US Representative,2,R,"WILLOUGHBY, John W.",0,0,63,63
County of Hawaii,02-04,Governor,,D,ABERCROMBIE / SCHATZ,0,0,305,305
County of Hawaii,02-04,Governor,,R,AIONA / FINNEGAN,0,0,173,173
County of Hawaii,02-04,Governor,,F,CUNNINGHAM / SPENCE,0,0,1,1
County of Hawaii,02-04,Governor,,N,POLLARD / KAMA,0,0,4,4
County of Hawaii,02-04,State Representative,2,D,"CHANG, Jerry Leslie",0,0,353,353
County of Hawaii,02-04,State Representative,2,R,"VANNATTA, Sharon (DeMello)",0,0,110,110
County of Hawaii,02-05,US Senator,,G,"BREWER, Jim",0,0,23,23
County of Hawaii,02-05,US Senator,,R,"CAVASSO, Cam",0,0,126,126
County of Hawaii,02-05,US Senator,,D,"INOUYE, Daniel K.",0,0,596,596
County of Hawaii,02-05,US Senator,,N,"JARRETT, Jeff",0,0,10,10
County of Hawaii,02-05,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,5,5
County of Hawaii,02-05,US Representative,2,L,"BROCK, Pat",0,0,16,16
County of Hawaii,02-05,US Representative,2,D,"HIRONO, Mazie",0,0,559,559
County of Hawaii,02-05,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,7,7
County of Hawaii,02-05,US Representative,2,R,"WILLOUGHBY, John W.",0,0,135,135
County of Hawaii,02-05,Governor,,D,ABERCROMBIE / SCHATZ,0,0,502,502
County of Hawaii,02-05,Governor,,R,AIONA / FINNEGAN,0,0,277,277
County of Hawaii,02-05,Governor,,F,CUNNINGHAM / SPENCE,0,0,3,3
County of Hawaii,02-05,Governor,,N,POLLARD / KAMA,0,0,1,1
County of Hawaii,02-05,State Representative,2,D,"CHANG, Jerry Leslie",0,0,563,563
County of Hawaii,02-05,State Representative,2,R,"VANNATTA, Sharon (DeMello)",0,0,161,161
County of Hawaii,03-01,US Senator,,G,"BREWER, Jim",0,0,17,17
County of Hawaii,03-01,US Senator,,R,"CAVASSO, Cam",0,0,192,192
County of Hawaii,03-01,US Senator,,D,"INOUYE, Daniel K.",0,0,1072,1072
County of Hawaii,03-01,US Senator,,N,"JARRETT, Jeff",0,0,9,9
County of Hawaii,03-01,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,9,9
County of Hawaii,03-01,US Representative,2,L,"BROCK, Pat",0,0,26,26
County of Hawaii,03-01,US Representative,2,D,"HIRONO, Mazie",0,0,1015,1015
County of Hawaii,03-01,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,7,7
County of Hawaii,03-01,US Representative,2,R,"WILLOUGHBY, John W.",0,0,195,195
County of Hawaii,03-01,Governor,,D,ABERCROMBIE / SCHATZ,0,0,858,858
County of Hawaii,03-01,Governor,,R,AIONA / FINNEGAN,0,0,466,466
County of Hawaii,03-01,Governor,,F,CUNNINGHAM / SPENCE,0,0,8,8
County of Hawaii,03-01,Governor,,N,POLLARD / KAMA,0,0,5,5
County of Hawaii,03-01,State Senate,2,R,"HALE, Michael W.",0,0,240,240
County of Hawaii,03-01,State Senate,2,D,"KOKUBUN, Russell S.",0,0,988,988
County of Hawaii,03-01,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,248,248
County of Hawaii,03-01,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,1004,1004
County of Hawaii,03-02,US Senator,,G,"BREWER, Jim",0,0,0,0
County of Hawaii,03-02,US Senator,,R,"CAVASSO, Cam",0,0,25,25
County of Hawaii,03-02,US Senator,,D,"INOUYE, Daniel K.",0,0,146,146
County of Hawaii,03-02,US Senator,,N,"JARRETT, Jeff",0,0,0,0
County of Hawaii,03-02,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
County of Hawaii,03-02,US Representative,2,L,"BROCK, Pat",0,0,1,1
County of Hawaii,03-02,US Representative,2,D,"HIRONO, Mazie",0,0,139,139
County of Hawaii,03-02,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,1,1
County of Hawaii,03-02,US Representative,2,R,"WILLOUGHBY, John W.",0,0,18,18
County of Hawaii,03-02,Governor,,D,ABERCROMBIE / SCHATZ,0,0,108,108
County of Hawaii,03-02,Governor,,R,AIONA / FINNEGAN,0,0,64,64
County of Hawaii,03-02,Governor,,F,CUNNINGHAM / SPENCE,0,0,0,0
County of Hawaii,03-02,Governor,,N,POLLARD / KAMA,0,0,0,0
County of Hawaii,03-02,State Senate,2,R,"HALE, Michael W.",0,0,22,22
County of Hawaii,03-02,State Senate,2,D,"KOKUBUN, Russell S.",0,0,142,142
County of Hawaii,03-02,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,18,18
County of Hawaii,03-02,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,151,151
County of Hawaii,03-03,US Senator,,G,"BREWER, Jim",0,0,0,0
County of Hawaii,03-03,US Senator,,R,"CAVASSO, Cam",0,0,17,17
County of Hawaii,03-03,US Senator,,D,"INOUYE, Daniel K.",0,0,145,145
County of Hawaii,03-03,US Senator,,N,"JARRETT, Jeff",0,0,0,0
County of Hawaii,03-03,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,0,0
County of Hawaii,03-03,US Representative,2,L,"BROCK, Pat",0,0,0,0
County of Hawaii,03-03,US Representative,2,D,"HIRONO, Mazie",0,0,131,131
County of Hawaii,03-03,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,0,0
County of Hawaii,03-03,US Representative,2,R,"WILLOUGHBY, John W.",0,0,23,23
County of Hawaii,03-03,Governor,,D,ABERCROMBIE / SCHATZ,0,0,105,105
County of Hawaii,03-03,Governor,,R,AIONA / FINNEGAN,0,0,59,59
County of Hawaii,03-03,Governor,,F,CUNNINGHAM / SPENCE,0,0,1,1
County of Hawaii,03-03,Governor,,N,POLLARD / KAMA,0,0,0,0
County of Hawaii,03-03,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,18,18
County of Hawaii,03-03,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,143,143
County of Hawaii,03-04,US Senator,,G,"BREWER, Jim",0,0,1,1
County of Hawaii,03-04,US Senator,,R,"CAVASSO, Cam",0,0,81,81
County of Hawaii,03-04,US Senator,,D,"INOUYE, Daniel K.",0,0,554,554
County of Hawaii,03-04,US Senator,,N,"JARRETT, Jeff",0,0,3,3
County of Hawaii,03-04,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,2,2
County of Hawaii,03-04,US Representative,2,L,"BROCK, Pat",0,0,4,4
County of Hawaii,03-04,US Representative,2,D,"HIRONO, Mazie",0,0,517,517
County of Hawaii,03-04,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,2,2
County of Hawaii,03-04,US Representative,2,R,"WILLOUGHBY, John W.",0,0,87,87
County of Hawaii,03-04,Governor,,D,ABERCROMBIE / SCHATZ,0,0,434,434
County of Hawaii,03-04,Governor,,R,AIONA / FINNEGAN,0,0,212,212
County of Hawaii,03-04,Governor,,F,CUNNINGHAM / SPENCE,0,0,2,2
County of Hawaii,03-04,Governor,,N,POLLARD / KAMA,0,0,2,2
County of Hawaii,03-04,State Senate,2,R,"HALE, Michael W.",0,0,88,88
County of Hawaii,03-04,State Senate,2,D,"KOKUBUN, Russell S.",0,0,517,517
County of Hawaii,03-04,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,98,98
County of Hawaii,03-04,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,525,525
County of Hawaii,03-05,US Senator,,G,"BREWER, Jim",0,0,9,9
County of Hawaii,03-05,US Senator,,R,"CAVASSO, Cam",0,0,109,109
County of Hawaii,03-05,US Senator,,D,"INOUYE, Daniel K.",0,0,615,615
County of Hawaii,03-05,US Senator,,N,"JARRETT, Jeff",0,0,8,8
County of Hawaii,03-05,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,10,10
County of Hawaii,03-05,US Representative,2,L,"BROCK, Pat",0,0,13,13
County of Hawaii,03-05,US Representative,2,D,"HIRONO, Mazie",0,0,582,582
County of Hawaii,03-05,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,4,4
County of Hawaii,03-05,US Representative,2,R,"WILLOUGHBY, John W.",0,0,114,114
County of Hawaii,03-05,Governor,,D,ABERCROMBIE / SCHATZ,0,0,486,486
County of Hawaii,03-05,Governor,,R,AIONA / FINNEGAN,0,0,267,267
County of Hawaii,03-05,Governor,,F,CUNNINGHAM / SPENCE,0,0,4,4
County of Hawaii,03-05,Governor,,N,POLLARD / KAMA,0,0,4,4
County of Hawaii,03-05,State Senate,2,R,"HALE, Michael W.",0,0,122,122
County of Hawaii,03-05,State Senate,2,D,"KOKUBUN, Russell S.",0,0,594,594
County of Hawaii,03-05,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,142,142
County of Hawaii,03-05,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,579,579
County of Hawaii,03-06,US Senator,,G,"BREWER, Jim",0,0,13,13
County of Hawaii,03-06,US Senator,,R,"CAVASSO, Cam",0,0,113,113
County of Hawaii,03-06,US Senator,,D,"INOUYE, Daniel K.",0,0,812,812
County of Hawaii,03-06,US Senator,,N,"JARRETT, Jeff",0,0,14,14
County of Hawaii,03-06,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,6,6
County of Hawaii,03-06,US Representative,2,L,"BROCK, Pat",0,0,17,17
County of Hawaii,03-06,US Representative,2,D,"HIRONO, Mazie",0,0,760,760
County of Hawaii,03-06,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,6,6
County of Hawaii,03-06,US Representative,2,R,"WILLOUGHBY, John W.",0,0,118,118
County of Hawaii,03-06,Governor,,D,ABERCROMBIE / SCHATZ,0,0,638,638
County of Hawaii,03-06,Governor,,R,AIONA / FINNEGAN,0,0,317,317
County of Hawaii,03-06,Governor,,F,CUNNINGHAM / SPENCE,0,0,4,4
County of Hawaii,03-06,Governor,,N,POLLARD / KAMA,0,0,5,5
County of Hawaii,03-06,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,166,166
County of Hawaii,03-06,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,754,754
County of Hawaii,03-07,US Senator,,G,"BREWER, Jim",0,0,7,7
County of Hawaii,03-07,US Senator,,R,"CAVASSO, Cam",0,0,72,72
County of Hawaii,03-07,US Senator,,D,"INOUYE, Daniel K.",0,0,493,493
County of Hawaii,03-07,US Senator,,N,"JARRETT, Jeff",0,0,7,7
County of Hawaii,03-07,US Senator,,L,"MALLAN, Lloyd Jeffrey",0,0,3,3
County of Hawaii,03-07,US Representative,2,L,"BROCK, Pat",0,0,9,9
County of Hawaii,03-07,US Representative,2,D,"HIRONO, Mazie",0,0,468,468
County of Hawaii,03-07,US Representative,2,N,"VON SONN, Andrew Vsevolod",0,0,6,6
County of Hawaii,03-07,US Representative,2,R,"WILLOUGHBY, John W.",0,0,76,76
County of Hawaii,03-07,Governor,,D,ABERCROMBIE / SCHATZ,0,0,377,377
County of Hawaii,03-07,Governor,,R,AIONA / FINNEGAN,0,0,211,211
County of Hawaii,03-07,Governor,,F,CUNNINGHAM / SPENCE,0,0,1,1
County of Hawaii,03-07,Governor,,N,POLLARD / KAMA,0,0,3,3
County of Hawaii,03-07,State Senate,2,R,"HALE, Michael W.",0,0,98,98
County of Hawaii,03-07,State Senate,2,D,"KOKUBUN, Russell S.",0,0,458,458
County of Hawaii,03-07,State Representative,3,R,"CORTEZ-CAMERO, Tania Kehau",0,0,87,87
County of Hawaii,03-07,State Representative,3,D,"TSUJI, Clifton K. (Clift)",0,0,471,471
County of Hawaii,04-01,US Senator,,G,"BREWER, Jim",0,0,46,46
County of Hawaii,04-01,US Senator,,R,"CAVASSO, Cam",0,0,110,110
County of Hawaii,04-01,US Senator,,D,"INOUYE, Daniel K.",0,0,496,496
