county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,01-02,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",2,0,0,2
County of Hawaii,01-02,U.S. Senate,,R,"ROCO, John P.",3,0,2,5
County of Hawaii,01-02,U.S. Senate,,R,"PIRKOWSKI, Eddie",0,1,2,3
County of Hawaii,01-02,U.S. Senate,,L,"KOKOSKI, Michael A.",0,0,3,3
County of Hawaii,01-02,U.S. House,2,N,"TURNER, Richard L.",0,0,0,0
County of Hawaii,01-02,U.S. House,2,D,"GABBARD, Tulsi",156,6,100,262
County of Hawaii,01-02,U.S. House,2,D,"CHAN HODGES, Shay",24,4,20,48
County of Hawaii,01-02,U.S. House,2,R,"HAFNER, Eric",4,1,4,9
County of Hawaii,01-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",9,1,8,18
County of Hawaii,01-02,State Representative,1,D,"KIMBALL, Heather L.",52,1,36,89
County of Hawaii,01-02,State Representative,1,D,"NAKASHIMA, Mark M.",128,10,75,213
County of Hawaii,01-02,State Representative,1,R,"YOUNG, Byron",12,2,11,25
County of Hawaii,01-03,U.S. Senate,,D,"SCHATZ, Brian",172,24,99,295
County of Hawaii,01-03,U.S. Senate,,D,"REYES, Arturo",5,1,3,9
County of Hawaii,01-03,U.S. Senate,,D,"HONEYCHURCH, Tutz",0,0,3,3
County of Hawaii,01-03,U.S. Senate,,D,"SHIRATORI, Miles",5,0,4,9
County of Hawaii,01-03,U.S. Senate,,D,"CHRISTENSEN, Makani",5,2,10,17
County of Hawaii,01-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,01-03,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,01-03,U.S. Senate,,R,"CARROLL, John",11,0,7,18
County of Hawaii,01-03,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",1,0,3,4
County of Hawaii,01-03,U.S. Senate,,R,"ROCO, John P.",1,0,0,1
County of Hawaii,01-03,U.S. Senate,,R,"PIRKOWSKI, Eddie",0,0,2,2
County of Hawaii,01-03,U.S. Senate,,L,"KOKOSKI, Michael A.",1,0,1,2
County of Hawaii,01-03,U.S. House,2,N,"TURNER, Richard L.",0,1,1,2
County of Hawaii,01-03,U.S. House,2,D,"GABBARD, Tulsi",158,19,101,278
County of Hawaii,01-03,U.S. House,2,D,"CHAN HODGES, Shay",25,9,16,50
County of Hawaii,01-03,U.S. House,2,R,"HAFNER, Eric",7,0,3,10
County of Hawaii,01-03,U.S. House,2,R,"KAAIHUE, Angela Aulani",5,0,4,9
County of Hawaii,01-03,State Representative,1,D,"KIMBALL, Heather L.",35,9,37,81
County of Hawaii,01-03,State Representative,1,D,"NAKASHIMA, Mark M.",149,20,77,246
County of Hawaii,01-03,State Representative,1,R,"YOUNG, Byron",9,0,7,16
County of Hawaii,01-04,U.S. Senate,,D,"SCHATZ, Brian",29,11,36,76
County of Hawaii,01-04,U.S. Senate,,D,"REYES, Arturo",0,1,1,2
County of Hawaii,01-04,U.S. Senate,,D,"HONEYCHURCH, Tutz",0,0,0,0
County of Hawaii,01-04,U.S. Senate,,D,"SHIRATORI, Miles",3,2,3,8
County of Hawaii,01-04,U.S. Senate,,D,"CHRISTENSEN, Makani",2,0,7,9
County of Hawaii,01-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,01-04,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,01-04,U.S. Senate,,R,"CARROLL, John",3,0,5,8
County of Hawaii,01-04,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",1,1,0,2
County of Hawaii,01-04,U.S. Senate,,R,"ROCO, John P.",3,0,1,4
County of Hawaii,01-04,U.S. Senate,,R,"PIRKOWSKI, Eddie",1,0,2,3
County of Hawaii,01-04,U.S. Senate,,L,"KOKOSKI, Michael A.",0,1,0,1
County of Hawaii,01-04,U.S. House,2,N,"TURNER, Richard L.",3,0,0,3
County of Hawaii,01-04,U.S. House,2,D,"GABBARD, Tulsi",29,8,32,69
County of Hawaii,01-04,U.S. House,2,D,"CHAN HODGES, Shay",6,7,11,24
County of Hawaii,01-04,U.S. House,2,R,"HAFNER, Eric",8,1,1,10
County of Hawaii,01-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",0,0,5,5
County of Hawaii,01-04,State Representative,1,D,"KIMBALL, Heather L.",16,7,30,53
County of Hawaii,01-04,State Representative,1,D,"NAKASHIMA, Mark M.",15,8,14,37
County of Hawaii,01-04,State Representative,1,R,"YOUNG, Byron",8,1,5,14
County of Hawaii,01-05,U.S. Senate,,D,"SCHATZ, Brian",308,36,203,547
County of Hawaii,01-05,U.S. Senate,,D,"REYES, Arturo",5,0,9,14
County of Hawaii,01-05,U.S. Senate,,D,"HONEYCHURCH, Tutz",6,1,1,8
County of Hawaii,01-05,U.S. Senate,,D,"SHIRATORI, Miles",13,3,4,20
County of Hawaii,01-05,U.S. Senate,,D,"CHRISTENSEN, Makani",6,5,14,25
County of Hawaii,01-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,01-05,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,01-05,U.S. Senate,,R,"CARROLL, John",16,1,12,29
County of Hawaii,01-05,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",4,0,3,7
County of Hawaii,01-05,U.S. Senate,,R,"ROCO, John P.",5,2,2,9
County of Hawaii,01-05,U.S. Senate,,R,"PIRKOWSKI, Eddie",3,0,0,3
County of Hawaii,01-05,U.S. Senate,,L,"KOKOSKI, Michael A.",2,0,0,2
County of Hawaii,01-05,U.S. House,2,N,"TURNER, Richard L.",4,2,1,7
County of Hawaii,01-05,U.S. House,2,D,"GABBARD, Tulsi",283,35,192,510
County of Hawaii,01-05,U.S. House,2,D,"CHAN HODGES, Shay",45,7,35,87
County of Hawaii,01-05,U.S. House,2,R,"HAFNER, Eric",11,1,9,21
County of Hawaii,01-05,U.S. House,2,R,"KAAIHUE, Angela Aulani",13,1,6,20
County of Hawaii,01-05,State Representative,1,D,"KIMBALL, Heather L.",63,20,53,136
County of Hawaii,01-05,State Representative,1,D,"NAKASHIMA, Mark M.",252,22,168,442
County of Hawaii,01-05,State Representative,1,R,"YOUNG, Byron",19,2,13,34
County of Hawaii,01-06,U.S. Senate,,D,"SCHATZ, Brian",254,46,142,442
County of Hawaii,01-06,U.S. Senate,,D,"REYES, Arturo",5,2,3,10
County of Hawaii,01-06,U.S. Senate,,D,"HONEYCHURCH, Tutz",5,1,2,8
County of Hawaii,01-06,U.S. Senate,,D,"SHIRATORI, Miles",20,3,7,30
County of Hawaii,01-06,U.S. Senate,,D,"CHRISTENSEN, Makani",20,7,10,37
County of Hawaii,01-06,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,01-06,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,01-06,U.S. Senate,,R,"CARROLL, John",27,2,14,43
County of Hawaii,01-06,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",3,0,1,4
County of Hawaii,01-06,U.S. Senate,,R,"ROCO, John P.",1,0,2,3
County of Hawaii,01-06,U.S. Senate,,R,"PIRKOWSKI, Eddie",0,0,2,2
County of Hawaii,01-06,U.S. Senate,,L,"KOKOSKI, Michael A.",0,0,1,1
County of Hawaii,01-06,U.S. House,2,N,"TURNER, Richard L.",0,0,0,0
County of Hawaii,01-06,U.S. House,2,D,"GABBARD, Tulsi",239,44,143,426
County of Hawaii,01-06,U.S. House,2,D,"CHAN HODGES, Shay",40,10,24,74
County of Hawaii,01-06,U.S. House,2,R,"HAFNER, Eric",15,0,4,19
County of Hawaii,01-06,U.S. House,2,R,"KAAIHUE, Angela Aulani",10,1,9,20
County of Hawaii,01-06,State Representative,1,D,"KIMBALL, Heather L.",63,15,60,138
County of Hawaii,01-06,State Representative,1,D,"NAKASHIMA, Mark M.",226,41,102,369
County of Hawaii,01-06,State Representative,1,R,"YOUNG, Byron",26,1,13,40
County of Hawaii,01-07,U.S. Senate,,D,"SCHATZ, Brian",187,61,150,398
County of Hawaii,01-07,U.S. Senate,,D,"REYES, Arturo",3,1,5,9
County of Hawaii,01-07,U.S. Senate,,D,"HONEYCHURCH, Tutz",2,2,3,7
County of Hawaii,01-07,U.S. Senate,,D,"SHIRATORI, Miles",8,3,2,13
County of Hawaii,01-07,U.S. Senate,,D,"CHRISTENSEN, Makani",13,5,18,36
County of Hawaii,01-07,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,1,0,1
County of Hawaii,01-07,U.S. Senate,,C,"ALLISON, Joy J.",1,0,0,1
County of Hawaii,01-07,U.S. Senate,,R,"CARROLL, John",24,3,9,36
County of Hawaii,01-07,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",5,1,2,8
County of Hawaii,01-07,U.S. Senate,,R,"ROCO, John P.",6,0,4,10
County of Hawaii,01-07,U.S. Senate,,R,"PIRKOWSKI, Eddie",2,0,0,2
County of Hawaii,01-07,U.S. Senate,,L,"KOKOSKI, Michael A.",1,0,1,2
County of Hawaii,01-07,U.S. House,2,N,"TURNER, Richard L.",4,1,1,6
County of Hawaii,01-07,U.S. House,2,D,"GABBARD, Tulsi",182,49,156,387
County of Hawaii,01-07,U.S. House,2,D,"CHAN HODGES, Shay",32,18,25,75
County of Hawaii,01-07,U.S. House,2,R,"HAFNER, Eric",14,0,4,18
County of Hawaii,01-07,U.S. House,2,R,"KAAIHUE, Angela Aulani",16,4,8,28
County of Hawaii,01-07,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",148,54,128,330
County of Hawaii,01-07,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",15,9,11,35
County of Hawaii,01-07,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",59,12,35,106
County of Hawaii,01-07,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",2,0,0,2
County of Hawaii,01-07,State Representative,1,D,"KIMBALL, Heather L.",64,23,68,155
County of Hawaii,01-07,State Representative,1,D,"NAKASHIMA, Mark M.",152,45,98,295
County of Hawaii,01-07,State Representative,1,R,"YOUNG, Byron",27,3,12,42
County of Hawaii,01-08,U.S. Senate,,D,"SCHATZ, Brian",973,186,494,1653
County of Hawaii,01-08,U.S. Senate,,D,"REYES, Arturo",12,3,5,20
County of Hawaii,01-08,U.S. Senate,,D,"HONEYCHURCH, Tutz",10,3,4,17
County of Hawaii,01-08,U.S. Senate,,D,"SHIRATORI, Miles",61,6,23,90
County of Hawaii,01-08,U.S. Senate,,D,"CHRISTENSEN, Makani",60,15,39,114
County of Hawaii,01-08,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,01-08,U.S. Senate,,C,"ALLISON, Joy J.",2,0,1,3
County of Hawaii,01-08,U.S. Senate,,R,"CARROLL, John",45,17,27,89
County of Hawaii,01-08,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",7,2,5,14
County of Hawaii,01-08,U.S. Senate,,R,"ROCO, John P.",10,2,9,21
County of Hawaii,01-08,U.S. Senate,,R,"PIRKOWSKI, Eddie",3,0,4,7
County of Hawaii,01-08,U.S. Senate,,L,"KOKOSKI, Michael A.",2,0,1,3
County of Hawaii,01-08,U.S. House,2,N,"TURNER, Richard L.",5,1,0,6
County of Hawaii,01-08,U.S. House,2,D,"GABBARD, Tulsi",916,152,464,1532
County of Hawaii,01-08,U.S. House,2,D,"CHAN HODGES, Shay",158,58,96,312
County of Hawaii,01-08,U.S. House,2,R,"HAFNER, Eric",26,9,14,49
County of Hawaii,01-08,U.S. House,2,R,"KAAIHUE, Angela Aulani",23,9,25,57
County of Hawaii,01-08,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",640,147,372,1159
County of Hawaii,01-08,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",87,18,39,144
County of Hawaii,01-08,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",417,59,170,646
County of Hawaii,01-08,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",2,0,1,3
County of Hawaii,01-08,State Representative,1,D,"KIMBALL, Heather L.",194,57,156,407
County of Hawaii,01-08,State Representative,1,D,"NAKASHIMA, Mark M.",870,152,370,1392
County of Hawaii,01-08,State Representative,1,R,"YOUNG, Byron",42,13,32,87
County of Hawaii,01-09,U.S. Senate,,D,"SCHATZ, Brian",372,72,199,643
County of Hawaii,01-09,U.S. Senate,,D,"REYES, Arturo",5,1,3,9
County of Hawaii,01-09,U.S. Senate,,D,"HONEYCHURCH, Tutz",1,1,2,4
County of Hawaii,01-09,U.S. Senate,,D,"SHIRATORI, Miles",10,4,11,25
County of Hawaii,01-09,U.S. Senate,,D,"CHRISTENSEN, Makani",22,7,27,56
County of Hawaii,01-09,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,1,1
County of Hawaii,01-09,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,01-09,U.S. Senate,,R,"CARROLL, John",16,4,18,38
County of Hawaii,01-09,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",3,0,2,5
County of Hawaii,01-09,U.S. Senate,,R,"ROCO, John P.",1,2,5,8
County of Hawaii,01-09,U.S. Senate,,R,"PIRKOWSKI, Eddie",2,0,2,4
County of Hawaii,01-09,U.S. Senate,,L,"KOKOSKI, Michael A.",1,0,3,4
County of Hawaii,01-09,U.S. House,2,N,"TURNER, Richard L.",1,0,1,2
County of Hawaii,01-09,U.S. House,2,D,"GABBARD, Tulsi",351,64,204,619
County of Hawaii,01-09,U.S. House,2,D,"CHAN HODGES, Shay",46,20,39,105
County of Hawaii,01-09,U.S. House,2,R,"HAFNER, Eric",6,0,6,12
County of Hawaii,01-09,U.S. House,2,R,"KAAIHUE, Angela Aulani",13,4,20,37
County of Hawaii,01-09,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",254,64,153,471
County of Hawaii,01-09,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",26,4,36,66
County of Hawaii,01-09,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",131,22,63,216
County of Hawaii,01-09,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",1,0,2,3
County of Hawaii,01-09,State Representative,1,D,"KIMBALL, Heather L.",56,15,75,146
County of Hawaii,01-09,State Representative,1,D,"NAKASHIMA, Mark M.",334,68,156,558
County of Hawaii,01-09,State Representative,1,R,"YOUNG, Byron",17,2,19,38
County of Hawaii,02-01,U.S. Senate,,D,"SCHATZ, Brian",693,176,262,1131
County of Hawaii,02-01,U.S. Senate,,D,"REYES, Arturo",21,4,4,29
County of Hawaii,02-01,U.S. Senate,,D,"HONEYCHURCH, Tutz",8,4,8,20
County of Hawaii,02-01,U.S. Senate,,D,"SHIRATORI, Miles",43,8,14,65
County of Hawaii,02-01,U.S. Senate,,D,"CHRISTENSEN, Makani",62,15,26,103
County of Hawaii,02-01,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",1,0,0,1
County of Hawaii,02-01,U.S. Senate,,C,"ALLISON, Joy J.",3,0,0,3
County of Hawaii,02-01,U.S. Senate,,R,"CARROLL, John",36,19,18,73
County of Hawaii,02-01,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",4,3,4,11
County of Hawaii,02-01,U.S. Senate,,R,"ROCO, John P.",10,1,3,14
County of Hawaii,02-01,U.S. Senate,,R,"PIRKOWSKI, Eddie",4,1,3,8
County of Hawaii,02-01,U.S. Senate,,L,"KOKOSKI, Michael A.",3,0,1,4
County of Hawaii,02-01,U.S. House,2,N,"TURNER, Richard L.",9,0,1,10
County of Hawaii,02-01,U.S. House,2,D,"GABBARD, Tulsi",695,169,266,1130
County of Hawaii,02-01,U.S. House,2,D,"CHAN HODGES, Shay",118,33,53,204
County of Hawaii,02-01,U.S. House,2,R,"HAFNER, Eric",18,11,13,42
County of Hawaii,02-01,U.S. House,2,R,"KAAIHUE, Angela Aulani",25,11,14,50
County of Hawaii,02-01,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",487,140,205,832
County of Hawaii,02-01,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",66,26,22,114
County of Hawaii,02-01,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",307,50,93,450
County of Hawaii,02-01,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",3,0,3,6
County of Hawaii,02-01,State Representative,2,N,"LARSON, Grace Dei",7,1,1,9
County of Hawaii,02-01,State Representative,2,D,"COWSER, Janis E.",41,11,16,68
County of Hawaii,02-01,State Representative,2,D,"WONG, Jonathan",199,51,123,373
County of Hawaii,02-01,State Representative,2,D,"TSUJI, Clifton K. (Clift)",595,146,180,921
County of Hawaii,02-02,U.S. Senate,,D,"SCHATZ, Brian",240,68,128,436
County of Hawaii,02-02,U.S. Senate,,D,"REYES, Arturo",1,1,2,4
County of Hawaii,02-02,U.S. Senate,,D,"HONEYCHURCH, Tutz",5,3,3,11
County of Hawaii,02-02,U.S. Senate,,D,"SHIRATORI, Miles",11,7,7,25
County of Hawaii,02-02,U.S. Senate,,D,"CHRISTENSEN, Makani",11,0,17,28
County of Hawaii,02-02,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,02-02,U.S. Senate,,C,"ALLISON, Joy J.",0,0,2,2
County of Hawaii,02-02,U.S. Senate,,R,"CARROLL, John",10,7,3,20
County of Hawaii,02-02,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",0,0,1,1
County of Hawaii,02-02,U.S. Senate,,R,"ROCO, John P.",0,0,2,2
County of Hawaii,02-02,U.S. Senate,,R,"PIRKOWSKI, Eddie",0,2,0,2
County of Hawaii,02-02,U.S. Senate,,L,"KOKOSKI, Michael A.",0,1,0,1
County of Hawaii,02-02,U.S. House,2,N,"TURNER, Richard L.",1,0,3,4
County of Hawaii,02-02,U.S. House,2,D,"GABBARD, Tulsi",237,62,131,430
County of Hawaii,02-02,U.S. House,2,D,"CHAN HODGES, Shay",32,18,21,71
County of Hawaii,02-02,U.S. House,2,R,"HAFNER, Eric",4,2,1,7
County of Hawaii,02-02,U.S. House,2,R,"KAAIHUE, Angela Aulani",6,4,4,14
County of Hawaii,02-02,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",158,53,94,305
County of Hawaii,02-02,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",8,8,7,23
County of Hawaii,02-02,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",108,23,54,185
County of Hawaii,02-02,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",2,1,0,3
County of Hawaii,02-02,State Representative,2,N,"LARSON, Grace Dei",1,2,2,5
County of Hawaii,02-02,State Representative,2,D,"COWSER, Janis E.",12,3,5,20
County of Hawaii,02-02,State Representative,2,D,"WONG, Jonathan",60,19,47,126
County of Hawaii,02-02,State Representative,2,D,"TSUJI, Clifton K. (Clift)",197,58,99,354
County of Hawaii,02-03,U.S. Senate,,D,"SCHATZ, Brian",149,62,196,407
County of Hawaii,02-03,U.S. Senate,,D,"REYES, Arturo",0,0,3,3
County of Hawaii,02-03,U.S. Senate,,D,"HONEYCHURCH, Tutz",2,0,4,6
County of Hawaii,02-03,U.S. Senate,,D,"SHIRATORI, Miles",4,1,3,8
County of Hawaii,02-03,U.S. Senate,,D,"CHRISTENSEN, Makani",16,9,52,77
County of Hawaii,02-03,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,02-03,U.S. Senate,,C,"ALLISON, Joy J.",0,1,1,2
County of Hawaii,02-03,U.S. Senate,,R,"CARROLL, John",14,4,14,32
County of Hawaii,02-03,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",1,3,1,5
County of Hawaii,02-03,U.S. Senate,,R,"ROCO, John P.",1,0,2,3
County of Hawaii,02-03,U.S. Senate,,R,"PIRKOWSKI, Eddie",2,1,0,3
County of Hawaii,02-03,U.S. Senate,,L,"KOKOSKI, Michael A.",0,0,0,0
County of Hawaii,02-03,U.S. House,2,N,"TURNER, Richard L.",3,0,0,3
County of Hawaii,02-03,U.S. House,2,D,"GABBARD, Tulsi",145,60,216,421
County of Hawaii,02-03,U.S. House,2,D,"CHAN HODGES, Shay",18,10,33,61
County of Hawaii,02-03,U.S. House,2,R,"HAFNER, Eric",3,2,1,6
County of Hawaii,02-03,U.S. House,2,R,"KAAIHUE, Angela Aulani",11,5,15,31
County of Hawaii,02-03,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",132,48,190,370
County of Hawaii,02-03,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",5,10,34,49
County of Hawaii,02-03,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",42,16,41,99
County of Hawaii,02-03,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",0,0,0,0
County of Hawaii,02-03,State Representative,2,N,"LARSON, Grace Dei",4,0,0,4
County of Hawaii,02-03,State Representative,2,D,"COWSER, Janis E.",5,3,10,18
County of Hawaii,02-03,State Representative,2,D,"WONG, Jonathan",44,19,82,145
County of Hawaii,02-03,State Representative,2,D,"TSUJI, Clifton K. (Clift)",119,50,160,329
County of Hawaii,02-04,U.S. Senate,,D,"SCHATZ, Brian",1203,247,501,1951
County of Hawaii,02-04,U.S. Senate,,D,"REYES, Arturo",10,0,9,19
County of Hawaii,02-04,U.S. Senate,,D,"HONEYCHURCH, Tutz",9,1,5,15
County of Hawaii,02-04,U.S. Senate,,D,"SHIRATORI, Miles",81,12,23,116
County of Hawaii,02-04,U.S. Senate,,D,"CHRISTENSEN, Makani",71,27,54,152
County of Hawaii,02-04,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,02-04,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,02-04,U.S. Senate,,R,"CARROLL, John",46,21,18,85
County of Hawaii,02-04,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",7,2,3,12
County of Hawaii,02-04,U.S. Senate,,R,"ROCO, John P.",9,2,6,17
County of Hawaii,02-04,U.S. Senate,,R,"PIRKOWSKI, Eddie",4,3,4,11
County of Hawaii,02-04,U.S. Senate,,L,"KOKOSKI, Michael A.",0,0,1,1
County of Hawaii,02-04,U.S. House,2,N,"TURNER, Richard L.",3,1,2,6
County of Hawaii,02-04,U.S. House,2,D,"GABBARD, Tulsi",1132,219,497,1848
County of Hawaii,02-04,U.S. House,2,D,"CHAN HODGES, Shay",176,58,73,307
County of Hawaii,02-04,U.S. House,2,R,"HAFNER, Eric",25,12,9,46
County of Hawaii,02-04,U.S. House,2,R,"KAAIHUE, Angela Aulani",27,13,19,59
County of Hawaii,02-04,State Senate,1 Vacancy,D,"KAHELE, Kaiali'i",716,192,355,1263
County of Hawaii,02-04,State Senate,1 Vacancy,D,"ROBINSON, Kaloa R.N.",76,15,60,151
County of Hawaii,02-04,State Senate,1 Vacancy,D,"ONISHI, Dennis (Fresh)",638,92,190,920
County of Hawaii,02-04,State Senate,1 Vacancy,L,"ARIANOFF, Kimberly",1,0,1,2
County of Hawaii,02-04,State Representative,2,N,"LARSON, Grace Dei",4,0,3,7
County of Hawaii,02-04,State Representative,2,D,"COWSER, Janis E.",23,4,10,37
County of Hawaii,02-04,State Representative,2,D,"WONG, Jonathan",186,53,117,356
County of Hawaii,02-04,State Representative,2,D,"TSUJI, Clifton K. (Clift)",1169,229,463,1861
County of Hawaii,02-05,U.S. Senate,,D,"SCHATZ, Brian",907,206,368,1481
County of Hawaii,02-05,U.S. Senate,,D,"REYES, Arturo",5,3,5,13
County of Hawaii,02-05,U.S. Senate,,D,"HONEYCHURCH, Tutz",1,3,3,7
County of Hawaii,02-05,U.S. Senate,,D,"SHIRATORI, Miles",49,14,15,78
County of Hawaii,02-05,U.S. Senate,,D,"CHRISTENSEN, Makani",43,17,32,92
County of Hawaii,02-05,U.S. Senate,,A,"GIUFFRE, John M. (Raghu)",0,0,0,0
County of Hawaii,02-05,U.S. Senate,,C,"ALLISON, Joy J.",0,0,0,0
County of Hawaii,02-05,U.S. Senate,,R,"CARROLL, John",32,6,16,54
County of Hawaii,02-05,U.S. Senate,,R,"GOTTSCHALK, Karla (Bart)",4,1,4,9
County of Hawaii,02-05,U.S. Senate,,R,"ROCO, John P.",5,0,1,6
County of Hawaii,02-05,U.S. Senate,,R,"PIRKOWSKI, Eddie",4,0,1,5
County of Hawaii,02-05,U.S. Senate,,L,"KOKOSKI, Michael A.",4,2,0,6
County of Hawaii,02-05,U.S. House,2,N,"TURNER, Richard L.",1,0,5,6
County of Hawaii,02-05,U.S. House,2,D,"GABBARD, Tulsi",821,199,354,1374
County of Hawaii,02-05,U.S. House,2,D,"CHAN HODGES, Shay",134,44,52,230
County of Hawaii,02-05,U.S. House,2,R,"HAFNER, Eric",13,2,8,23
County of Hawaii,02-05,U.S. House,2,R,"KAAIHUE, Angela Aulani",14,1,9,24
